1.56404E+12,-0.41784668,0.847045898,-0.399780273,-10.0304878,-7.896341463,-0.396341463,3,Nodding
1.56404E+12,-0.416015625,0.846191406,-0.398681641,-10.18292683,-8.048780488,-0.396341463,3,Nodding
1.56404E+12,-0.416992188,0.846191406,-0.398803711,-9.969512195,-7.896341463,-0.426829268,3,Nodding
1.56404E+12,-0.418334961,0.846923828,-0.398681641,-9.664634146,0,-0.304878049,3,Nodding
1.56404E+12,-0.416870117,0.845458984,-0.397338867,-9.847560976,-8.201219512,-0.518292683,3,Nodding
1.56404E+12,-0.41784668,0.846435547,-0.397583008,-8.353658537,-8.048780488,-1.615853659,3,Nodding
1.56404E+12,-0.421264648,0.851196289,-0.398681641,-8.018292683,-8.262195122,-1.585365854,3,Nodding
1.56404E+12,-0.421020508,0.850097656,-0.397338867,-9.237804878,-10.06097561,-1.219512195,3,Nodding
1.56404E+12,-0.418212891,0.846923828,-0.397460938,-9.390243902,-11.03658537,-0.945121951,3,Nodding
1.56404E+12,-0.414916992,0.845214844,-0.397949219,-8.323170732,-11.12804878,-0.823170732,3,Nodding
1.56404E+12,-0.41796875,0.846679688,-0.396362305,-9.298780488,-9.969512195,-0.884146341,3,Nodding
1.56404E+12,-0.41796875,0.845458984,-0.395385742,-9.786585366,-9.573170732,-0.670731707,3,Nodding
1.56404E+12,-0.418334961,0.812133789,-0.39440918,-9.756097561,-8.963414634,-0.457317073,3,Nodding
1.56404E+12,-0.421508789,0.845092773,-0.393066406,-9.298780488,-8.445121951,-0.152439024,3,Nodding
1.56404E+12,-0.421508789,0.846435547,-0.393188477,-9.298780488,-9.298780488,9.024390244,3,Nodding
1.56404E+12,-0.416748047,0.848632813,-0.39440918,-9.390243902,-8.536585366,-0.457317073,3,Nodding
1.56404E+12,-0.415283203,0.849609375,-0.393310547,-9.115853659,-8.445121951,9.054878049,3,Nodding
1.56404E+12,-0.412719727,0.850585938,-0.394165039,-8.841463415,0.365853659,-0.945121951,3,Nodding
1.56404E+12,-0.415649414,0.853027344,-0.395385742,-8.597560976,-11.70731707,3.414634146,3,Nodding
1.56404E+12,-0.421630859,0.846801758,-0.393920898,-9.207317073,-7.134146341,-8.323170732,3,Nodding
1.56404E+12,-0.400512695,0.845825195,-0.42175293,-9.573170732,-23.56707317,-12.40853659,3,Nodding
1.56404E+12,-0.433837891,0.803222656,-0.409667969,-6.951219512,-30.45731707,-51.40243902,3,Nodding
1.56404E+12,-0.495239258,0.770996094,-0.384887695,-18.07926829,-41.82926829,-75,3,Nodding
1.56404E+12,-0.60559082,0.712036133,-0.353149414,-11.55487805,-40.39634146,-67.40853659,3,Nodding
1.56404E+12,-0.616577148,0.677246094,-0.345214844,10.12195122,-41.76829268,-60.85365854,3,Nodding
1.56404E+12,-0.649414063,0.646484375,-0.310791016,4.725609756,-22.19512195,-38.68902439,3,Nodding
1.56404E+12,-0.732421875,0.634887695,-0.325805664,-2.591463415,-13.7195122,-17.86585366,3,Nodding
1.56404E+12,-0.715454102,0.63269043,-0.297241211,-7.835365854,1.341463415,-5.640243902,3,Nodding
1.56404E+12,-0.75378418,0.583862305,-0.323242188,-17.25609756,6.341463415,23.75,3,Nodding
1.56404E+12,-0.729492188,0.609375,-0.304199219,-10.42682927,13.32317073,43.81097561,3,Nodding
1.56404E+12,-0.652099609,0.645996094,-0.354370117,0.335365854,23.90243902,70.54878049,3,Nodding
1.56404E+12,-0.590820313,0.727172852,-0.378173828,1.676829268,25.76219512,80.30487805,3,Nodding
1.56404E+12,-0.52722168,0.740600586,-0.366088867,1.737804878,22.5,78.38414634,3,Nodding
1.56404E+12,-0.511108398,0.779296875,-0.410766602,-16.70731707,42.10365854,77.68292683,3,Nodding
1.56404E+12,-0.442504883,0.82043457,-0.40637207,-12.56097561,50,90.57926829,3,Nodding
1.56404E+12,-0.351196289,0.842163086,-0.396728516,-8.292682927,40.24390244,75.24390244,3,Nodding
1.56404E+12,-0.241333008,0.869506836,-0.444213867,0.243902439,27.01219512,78.1097561,3,Nodding
1.56404E+12,-0.225708008,0.917114258,-0.422607422,0.365853659,9.847560976,47.95731707,3,Nodding
1.56404E+12,-0.19519043,0.917236328,-0.451293945,-10.06097561,-8.384146341,26.70731707,3,Nodding
1.56404E+12,-0.189331055,0.891113281,-0.451416016,-8.231707317,-16.76829268,-7.926829268,3,Nodding
1.56404E+12,-0.223632813,0.909057617,-0.447021484,0.975609756,-21.31097561,-38.47560976,3,Nodding
1.56404E+12,-0.285522461,0.87097168,-0.444580078,0.091463415,-46.92073171,-82.68292683,3,Nodding
1.56404E+12,-0.384155273,0.833618164,-0.396850586,-4.420731707,-62.68292683,-105.6402439,3,Nodding
1.56404E+12,-0.455200195,0.817138672,-0.368408203,-4.969512195,-65.6402439,-110.5487805,3,Nodding
1.56404E+12,-0.547851563,0.758544922,-0.332519531,-6.981707317,-52.98780488,-103.5060976,3,Nodding
1.56404E+12,-0.665283203,0.699462891,-0.301269531,2.225609756,-60.79268293,-99.32926829,3,Nodding
1.56404E+12,-0.728637695,0.613891602,-0.276855469,-1.798780488,-50.82317073,-96.37195122,3,Nodding
1.56404E+12,-0.782348633,0.551269531,-0.285522461,2.347560976,-31.18902439,-72.13414634,3,Nodding
1.56404E+12,-0.804321289,0.525756836,-0.236694336,-11.46341463,-24.81707317,-40.57926829,3,Nodding
1.56404E+12,-0.806274414,0.498535156,-0.253662109,-17.40853659,-5.030487805,-3.87195122,3,Nodding
1.56404E+12,-0.814697266,0.53112793,-0.264160156,-8.932926829,6.097560976,38.62804878,3,Nodding
1.56404E+12,-0.78137207,0.561035156,-0.246337891,-11.2804878,13.47560976,44.29878049,3,Nodding
1.56404E+12,-0.760864258,0.591674805,-0.284301758,-5.701219512,15.57926829,46.70731707,3,Nodding
1.56404E+12,-0.686523438,0.663696289,-0.296630859,-8.87195122,25.45731707,58.90243902,3,Nodding
1.56404E+12,-0.667480469,0.687255859,-0.320922852,3.87195122,21.40243902,73.44512195,3,Nodding
1.56404E+12,-0.584960938,0.715332031,-0.30847168,0.426829268,28.47560976,92.95731707,3,Nodding
1.56404E+12,-0.497924805,0.789306641,-0.333740234,-2.896341463,34.23780488,100.2743902,3,Nodding
